,Unnamed: 0,image_name,text,image_type_folder
2201,2209,2022-10-07_01-43-46_UTC_3.jpg,Hi RAs I've already checked my room no need for you to come in I definitely don't have 7 ft tall St Andrew's cross in my room,yikyakyeo/image_type_3/
2202,2210,2022-02-18_02-09-50_UTC_8.jpg,when ur feeling lonely just remember that even the drain flies in the Bailey shower are gettin' it and ur not.,yikyakyeo/image_type_3/
2203,2211,2022-09-27_01-22-09_UTC_1.jpg,"class at 8:30, woke up at 8:50. on my hustle grindset",yikyakyeo/image_type_3/
2204,2212,2022-09-27_01-22-09_UTC_3.jpg,why does it seem like people genuinely forget that people go to college at different times and take time off? Just because someone is in a lower year doesn't mean you're their elder lmao,yikyakyeo/image_type_3/
2205,2213,2022-09-29_02-37-33_UTC_2.jpg,If you see me on campus (studying in common space perhaps) and you think I'm the most beautiful amazing gorgeous person ever you should just come say hi to me I am so nice and wonderful to talk to,yikyakyeo/image_type_3/
2206,2214,2022-10-07_01-43-46_UTC_1.jpg,"the room inspection people looked in all my cabinets, and when they saw i didn't have any weed, said “lol, loser” and beat the shit out of me?? has this happened to anyone else",yikyakyeo/image_type_3/
2207,2215,2022-10-10_06-07-58_UTC_2.jpg,"Daily dad joke #2: What's the best thing about Switzerland? I don't know, but the flag is a big plus.",yikyakyeo/image_type_3/
2208,2216,2022-10-02_00-10-52_UTC_1.jpg,College taught me that you don't need fun to have alcohol,yikyakyeo/image_type_3/
2209,2217,2022-10-10_06-07-58_UTC_3.jpg,Daily dad joke #3: What's the difference between a man wearing pajamas on a bicycle and a guy wearing a tuxedo on a unicycle? Attire,yikyakyeo/image_type_3/
2210,2218,2022-09-29_02-37-33_UTC_3.jpg,how the hell am I supposed to find the strength to get up when my bed is so warm,yikyakyeo/image_type_3/
2211,2219,2022-09-27_01-22-09_UTC_2.jpg,i feel so stupid here :( i feel like i know nothing in my classes and everyone is just ona different level than me,yikyakyeo/image_type_3/
2212,2220,2022-02-15_01-37-09_UTC_1.jpg,Oh you're in the Con? Name every dead white man to walk the earth.,yikyakyeo/image_type_3/
2213,2221,2022-09-25_23-16-48_UTC_8.jpg,stay safe guys!!! 1m ago | behind you,yikyakyeo/image_type_3/
2214,2222,2022-09-28_00-10-31_UTC_2.jpg,I'm so bad at procrastinating that I still haven't had sex yet. Don't worry guys I'll get around to it eventually ;),yikyakyeo/image_type_3/
2215,2223,2022-09-28_00-10-31_UTC_3.jpg,bitches complaining about feeling stupid here as if the phrase “imposter syndrome” wasn't coined by a woman who went here,yikyakyeo/image_type_3/
2216,2224,2022-02-17_03-18-05_UTC_1.jpg,wallace and gromit is my favorite anime,yikyakyeo/image_type_3/
2217,2225,2022-09-25_23-16-48_UTC_9.jpg,"Undecided majors be like 'damn, I have to make a decision by 11.59pm'",yikyakyeo/image_type_3/
2218,2226,2022-02-15_01-37-09_UTC_2.jpg,if you point a garage door opener at me ima go gzszhhhhhh and levitate,yikyakyeo/image_type_3/
2219,2227,2022-02-17_03-18-05_UTC_3.jpg,Oberlin does have one D1 sport: laundry,yikyakyeo/image_type_3/
2220,2228,2022-09-28_00-10-31_UTC_1.jpg,Do your part to prevent another 900-person incoming class! Bark at tour groups! Commit a crime in front of them! Get creative but by god drive them elsewhere,yikyakyeo/image_type_3/
2221,2229,2022-02-19_04-21-09_UTC_9.jpg,so did your maid flush the toilet for you?,yikyakyeo/image_type_3/
2222,2230,2022-02-19_04-21-09_UTC_8.jpg,Joe Biden just stopped by my dorm room to bum a cigarette,yikyakyeo/image_type_3/
2223,2231,2022-02-17_03-18-05_UTC_2.jpg,Faaaaaawther when can I leave to be on my oooooooooooowwwuune... I've got the whole worldussy,yikyakyeo/image_type_3/
2224,2232,2022-02-15_01-37-09_UTC_3.jpg,ok time to start my winter term project,yikyakyeo/image_type_3/
2225,2233,2022-02-15_01-37-09_UTC_7.jpg,Happy Valentines Day!! First single to person to meet me out in the gazebo in the middle of tappan gets nothing besides the cold cold knowledge that I didn't show up for them,yikyakyeo/image_type_3/
2226,2234,2022-10-07_01-43-46_UTC_10.jpg,looking at yikyakyeo to see if they posted your yak is like feverishly checking to see if you made the cut for the school play,yikyakyeo/image_type_3/
2227,2235,2022-02-17_03-18-05_UTC_6.jpg,sobbing bc your covid cough wont go away so u are stuck in quarantine another day and avi stopped bringing you food while ur neighbor raps horribly next door,yikyakyeo/image_type_3/
2228,2236,2022-09-28_00-10-31_UTC_4.jpg,my face was so oily today I'm amazed bush didn't invade,yikyakyeo/image_type_3/
2229,2237,2022-02-19_04-34-23_UTC_8.jpg,this is a reminder to myself to bring my water bottle to class so people can see how hot i am when i take down my mask to drink,yikyakyeo/image_type_3/
2230,2238,2022-02-19_04-34-23_UTC_9.jpg,Don't invite me to your room if it smells like hot trash pls,yikyakyeo/image_type_3/
2231,2239,2022-09-28_00-10-31_UTC_5.jpg,"theres 3 types of students. the ones who do all the readings, the ones who never read, and the ones who never read but somehow still manage to talk in class and sound like they did the reading",yikyakyeo/image_type_3/
2232,2240,2022-02-17_03-18-05_UTC_7.jpg,my favorite activity on campus is going to the counselling center,yikyakyeo/image_type_3/
2233,2241,2022-02-15_01-37-09_UTC_6.jpg,Do you think Ambarr and the endowment have explored each other's bodies,yikyakyeo/image_type_3/
2234,2242,2022-10-10_01-30-44_UTC_10.jpg,Just showered and feel absolutely no motivation to dry off and get in bed. Just wanna flop into the sea floor like a wet flounder,yikyakyeo/image_type_3/
2235,2243,2022-02-15_01-37-09_UTC_4.jpg,Happy Alentines Ay!! Celebrating all who won't be getting the V or D on this wonderful Monday,yikyakyeo/image_type_3/
2236,2244,2022-02-17_03-18-05_UTC_5.jpg,Looking back at old photos of myself. My body was beautiful and I'm sorry I treated it so badly.,yikyakyeo/image_type_3/
2237,2245,2022-09-28_00-10-31_UTC_7.jpg,why didn't anyone tell me the rat was restaurant. I've been eating rodents off the floor for 5 weeks,yikyakyeo/image_type_3/
2238,2246,2022-10-02_00-10-52_UTC_10.jpg,what is joe bidens plan to abolish the azzies piano,yikyakyeo/image_type_3/
2239,2247,2022-09-28_00-10-31_UTC_6.jpg,"If you ever feel bad about men you've dated, in high school I dated a guy who wanted to start a libertarian hype house on tik tok",yikyakyeo/image_type_3/
2240,2248,2022-02-17_03-18-05_UTC_4.jpg,I have hit my room with the door at least a dozen times and he has yet to make the connection that standing behind the door leads to being hit with aforementioned door,yikyakyeo/image_type_3/
2241,2249,2022-02-15_01-37-09_UTC_5.jpg,anyone else dreading the campus being back to full capacity? i hate people.,yikyakyeo/image_type_3/
2242,2250,2022-09-25_23-16-48_UTC_1.jpg,upvote if u didn't have sex tonight,yikyakyeo/image_type_3/
2243,2251,2022-02-19_04-21-09_UTC_3.jpg,"ambar's new buick looks so nice! anyways, tuition is increasing next year <3",yikyakyeo/image_type_3/
2244,2252,2022-02-19_04-34-23_UTC_7.jpg,i'm like spiderman but instead of swinging from buildings I pack a bowl before my 11am theory class,yikyakyeo/image_type_3/
2245,2253,2022-02-19_04-34-23_UTC_6.jpg,all the people i hate are back on campus :(,yikyakyeo/image_type_3/
2246,2254,2022-02-19_04-21-09_UTC_2.jpg,We're not going to go over the entire syllabus proceeds to go over the entire syllabus,yikyakyeo/image_type_3/
2247,2255,2022-09-25_23-16-48_UTC_2.jpg,the Oberlin experience: everyone wants to hook up; just not with you.,yikyakyeo/image_type_3/
2248,2256,2022-09-28_00-10-31_UTC_8.jpg,"Blackboard: 'are you still there?'- No, I'm fucking not. I stopped reading my stupid piece of shit reading assignment to go do something that doesn't make me question my life every 5 minutes",yikyakyeo/image_type_3/
2249,2257,2022-02-19_04-34-23_UTC_4.jpg,Azzies workers are the backbone of this campus rn,yikyakyeo/image_type_3/
2250,2258,2022-02-19_04-34-23_UTC_5.jpg,i am going to toaster bath its too early for breakout room,yikyakyeo/image_type_3/
2251,2259,2022-02-19_04-21-09_UTC_1.jpg,okay whose idea wass it to have the first day of the semester on a friday,yikyakyeo/image_type_3/
2252,2260,2022-09-28_00-10-31_UTC_9.jpg,Jumping up and down on my bed so my neighbors think I pull bitches,yikyakyeo/image_type_3/
2253,2261,2022-09-25_23-16-48_UTC_3.jpg,guys do NOT go to the pimped out cum dump in sneed right now i just heard someone calling campus security,yikyakyeo/image_type_3/
2254,2262,2022-09-25_23-16-48_UTC_7.jpg,why would i ever even attempt to do weekend homeworkon any day but sunday,yikyakyeo/image_type_3/
2255,2263,2022-02-19_04-21-09_UTC_5.jpg,"reslife now has ""reverse rounds"" which is where you have to knock on your ra's door and share a joint with them",yikyakyeo/image_type_3/
2256,2264,2022-02-19_04-34-23_UTC_1.jpg,can my prof please stop sharing the screen i need to look at myself more,yikyakyeo/image_type_3/
2257,2265,2022-02-19_04-21-09_UTC_4.jpg,Being an RA has just made me realize how easily I could be bribed,yikyakyeo/image_type_3/
2258,2266,2022-09-25_23-16-48_UTC_6.jpg,Sending productive vibes to all the folks who saved their hw for Sunday I believe in us!,yikyakyeo/image_type_3/
2259,2267,2022-09-25_23-16-48_UTC_4.jpg,Friendly reminder: don't date seniors if you are a freshman!,yikyakyeo/image_type_3/
2260,2268,2022-02-19_04-21-09_UTC_6.jpg,The Oberlin meal plan was clearly devised by the infinite number of monkeys with their infinite number of typewriters,yikyakyeo/image_type_3/
2261,2269,2022-02-19_04-34-23_UTC_2.jpg,if you say nathan carpenter three times into a mirror he will appear behind you and tickle your feet,yikyakyeo/image_type_3/
2262,2270,2022-09-23_01-16-00_UTC_10.jpg,9 pm tonight fall starts and the fact that all highs are below 70 starting tomorrow makes this season shift feel like a video game,yikyakyeo/image_type_3/
2263,2271,2022-02-19_04-34-23_UTC_3.jpg,the feminine urge to gaslight con students,yikyakyeo/image_type_3/
2264,2272,2022-02-19_04-21-09_UTC_7.jpg,i feel like pitch perfect gave me unrealistic expectations about the communal shower experience,yikyakyeo/image_type_3/
2265,2273,2022-09-28_00-10-31_UTC_10.jpg,Queer studies majors when their funky little outfit is due at 11:59,yikyakyeo/image_type_3/
2266,2274,2022-09-25_23-16-48_UTC_5.jpg,hi can i get an iced dirty slutty filthy chai,yikyakyeo/image_type_3/
2267,2275,2022-02-18_02-09-50_UTC_6.jpg,oberlin boys stop shaving your heads challenge? far too many q tips walking around campus rn,yikyakyeo/image_type_3/
2268,2276,2022-02-15_01-38-25_UTC_1.jpg,everyone talks about athletes not knowing how to wear masks but nobody talks about how they don't know how to wear deodorant either,yikyakyeo/image_type_3/
2269,2277,2022-02-19_04-28-01_UTC_3.jpg,"Whoever was whistling and snapping during the winter term opera, I hope all your bread goes moldy",yikyakyeo/image_type_3/
2270,2278,2022-09-25_01-14-40_UTC_1.jpg,i tell my friends to walk me back to my dorm for 'safety reasons' but really it's just a ploy to get us to spend a bit more time together,yikyakyeo/image_type_3/
2271,2279,2022-02-16_04-03-27_UTC_7.jpg,I can tell some of yall are really dehydrated from the color of the piss that you NEVER flush,yikyakyeo/image_type_3/
2272,2280,2022-10-10_01-30-44_UTC_3.jpg,yeah sex is good but have you ever laid down and instantly felt all your joint pain decrease?,yikyakyeo/image_type_3/
2273,2281,2022-09-23_01-16-00_UTC_1.jpg,can we all go trick or treating at Ambar's office and get better financial aid,yikyakyeo/image_type_3/
2274,2282,2022-02-18_02-13-54_UTC_3.jpg,good news! they're selling koi fish for plus 3 flex now,yikyakyeo/image_type_3/
2275,2283,2022-02-18_02-13-54_UTC_2.jpg,The day oberlin feeds us is the day I'll go to the sco sober,yikyakyeo/image_type_3/
2276,2284,2022-10-10_01-30-44_UTC_2.jpg,are conservatory instructors called confessors,yikyakyeo/image_type_3/
2277,2285,2022-02-16_04-03-27_UTC_6.jpg,"My liver turning 30 tomorrow, my shoulders turning 52,and my low back turning 70",yikyakyeo/image_type_3/
2278,2286,2022-02-19_04-28-01_UTC_2.jpg,I heard a custodian say she was gonna take a shot every time she has to flush after y'all. Y'all better start supplying her drinks.,yikyakyeo/image_type_3/
2279,2287,2022-02-18_02-09-50_UTC_7.jpg,im scheming my hookups to sleep with one specimen from every section in the orchestra by the end of the semester gonna have me a collection,yikyakyeo/image_type_3/
2280,2288,2022-02-18_02-09-50_UTC_5.jpg,So called free-thinker when there's a parade involving jellyfish,yikyakyeo/image_type_3/
2281,2289,2022-02-15_01-38-25_UTC_2.jpg,my bare foot touched the bathroom floor so i probably have athlete's foot. when does my foot start sexually assaulting people?,yikyakyeo/image_type_3/
2282,2290,2022-09-25_01-14-40_UTC_2.jpg,mildly high and wondering if I'm in love my friends??,yikyakyeo/image_type_3/
2283,2291,2022-02-16_04-03-27_UTC_4.jpg,I just love that I haven't gotten a single email from any of my professors yet and classes start on Friday,yikyakyeo/image_type_3/
2284,2292,2022-09-23_01-16-00_UTC_2.jpg,bless the people who actually set and use timers for their laundry. as for the rest of you...,yikyakyeo/image_type_3/
2285,2293,2022-02-18_02-13-54_UTC_1.jpg,oberlin is closing everything for the spring semester.goodbye,yikyakyeo/image_type_3/
2286,2294,2022-10-10_01-30-44_UTC_1.jpg,"all obies know is ride bikes, scroll on yikyak, be they/them, dye they hair, eat hot bowls & lie",yikyakyeo/image_type_3/
2287,2295,2022-09-23_01-16-00_UTC_3.jpg,I wanna kiss somebody and be in love with them even if it's silly and I especially wanna bottom for them thanks,yikyakyeo/image_type_3/
2288,2296,2022-02-16_04-03-27_UTC_5.jpg,"If I'm conservative but masturbate with my left hand, does that make me a leftist?",yikyakyeo/image_type_3/
2289,2297,2022-09-25_01-14-40_UTC_3.jpg,mildly high and wondering if I hate my friends,yikyakyeo/image_type_3/
2290,2298,2022-02-19_04-28-01_UTC_1.jpg,"No, zoom, I don't want to press space unmute my mic. I'm shoveling Doritos into my mouth as fast as possible",yikyakyeo/image_type_3/
2291,2299,2022-02-15_01-38-25_UTC_3.jpg,Gonna start barking in front of the mail room window for my package,yikyakyeo/image_type_3/
2292,2300,2022-02-18_02-09-50_UTC_4.jpg,My roommate is back and the overhead light is on again :(,yikyakyeo/image_type_3/
2293,2301,2022-09-27_01-22-09_UTC_9.jpg,some of y'all freshman did not party enough highschool to understand your drinking limits... keep taking it slow and work your way up,yikyakyeo/image_type_3/
2294,2302,2022-02-15_01-38-25_UTC_7.jpg,Listening to silly little love songs in my room doing cute makeup for myself today bc you can't love anyone till ya love yourself doing something nice for yourself today!!!,yikyakyeo/image_type_3/
2295,2303,2022-02-19_04-28-01_UTC_5.jpg,My roommate is on academic probation and skipped her first day of classes... she fears nothing,yikyakyeo/image_type_3/
2296,2304,2022-02-16_04-03-27_UTC_1.jpg,Imagine being one of the albino squirrels. So blissfully unaware that you're in Ohio,yikyakyeo/image_type_3/
2297,2305,2022-09-25_01-14-40_UTC_7.jpg,getting cute to go to consent training in case someone there wants to ask me for consensual sex,yikyakyeo/image_type_3/
2298,2306,2022-10-10_06-07-58_UTC_8.jpg,Daily dad joke #8: Why didn't Han Solo enjoy his steak dinner? It was Chewie.,yikyakyeo/image_type_3/
2299,2307,2022-09-23_01-16-00_UTC_7.jpg,"sorry i'm late professor, i was creating the most perfect autumnal outfit",yikyakyeo/image_type_3/
2300,2308,2022-10-10_01-30-44_UTC_5.jpg,something just doesn't feel right about this place,yikyakyeo/image_type_3/
2301,2309,2022-02-18_02-13-54_UTC_5.jpg,the rat isnt closing its just being replaced by a giant rat whose flesh regenerates as we tear it off to consume it. sometimes it will whisper secrets to you,yikyakyeo/image_type_3/
2302,2310,2022-02-18_02-13-54_UTC_4.jpg,they're also closing stevie for the spring semester,yikyakyeo/image_type_3/
2303,2311,2022-10-10_01-30-44_UTC_4.jpg,the rat not being open on sundays should be a crime because i'm hungover and want a greasy sandwich,yikyakyeo/image_type_3/
2304,2312,2022-09-23_01-16-00_UTC_6.jpg,I wanna stop drinking but the owner of the liquor store has a family to feed,yikyakyeo/image_type_3/
2305,2313,2022-10-10_06-07-58_UTC_9.jpg,Daily dad joke #9: Did you hear what happened to the constipated accountant? He couldn't budget and had to work it out with a pencil.,yikyakyeo/image_type_3/
2306,2314,2022-09-25_01-14-40_UTC_6.jpg,"I'm so happy here! Everyone I've met is so nice-every group I've spent time with instantly makes me feel welcome and included! This is so much better than high school. Mikqvak Find your herd. Again. O > Yik Yak on Septsmbér24, 2ar Ob allege, and. 1",yikyakyeo/image_type_3/
2307,2315,2022-02-19_04-28-01_UTC_4.jpg,starting my final semester w/ no classes on fridays and 14 credits because i'm winning at the senior slide okay,yikyakyeo/image_type_3/
2308,2316,2022-02-15_01-38-25_UTC_6.jpg,friendly reminder to wash your sheets and pillowcases,yikyakyeo/image_type_3/
2309,2317,2022-02-18_02-13-54_UTC_10.jpg,I love to spread misinformation on yikyak,yikyakyeo/image_type_3/
2310,2318,2022-02-18_02-09-50_UTC_1.jpg,People who weren't here for winter term legally can't yak until they get their covid test results back,yikyakyeo/image_type_3/
2311,2319,2022-09-27_01-22-09_UTC_8.jpg,Some people benefit from extension accommodations for essays. I am not because if you give me an extension I will just wait until the last minute of the extension to start work,yikyakyeo/image_type_3/
2312,2320,2022-02-19_04-21-09_UTC_10.jpg,idk who needs to hear this but liking weird time signatures isn't a personality trait,yikyakyeo/image_type_3/
2313,2321,2022-02-18_02-09-50_UTC_3.jpg,Take your age. Add four. That's not your age. Impressed? I bet,yikyakyeo/image_type_3/
2314,2322,2022-10-07_01-43-46_UTC_8.jpg,Let's play every guy's favorite game: was she flirting with me or just being nice,yikyakyeo/image_type_3/
2315,2323,2022-02-15_01-38-25_UTC_4.jpg,Bestie abandoned me on Euphoria night for some dick.,yikyakyeo/image_type_3/
2316,2324,2022-02-19_04-28-01_UTC_6.jpg,guys what happens if i google penis,yikyakyeo/image_type_3/
2317,2325,2022-02-16_04-03-27_UTC_2.jpg,heyg irl sorry i ddidnt text back i awoke t o find i have transformed intto a giant hideous bug,yikyakyeo/image_type_3/
2318,2326,2022-09-25_01-14-40_UTC_4.jpg,who wants to go on cute fall dates and also make out,yikyakyeo/image_type_3/
2319,2327,2022-10-02_00-10-52_UTC_8.jpg,I write two sentences and then reward myself with funny videos for a half hour,yikyakyeo/image_type_3/
2320,2328,2022-10-10_01-30-44_UTC_6.jpg,Yeobie slapped my girlfriend's ass??? (not clickbait),yikyakyeo/image_type_3/
2321,2329,2022-09-23_01-16-00_UTC_4.jpg,almost 1-year self-harm free :),yikyakyeo/image_type_3/
2322,2330,2022-02-18_02-13-54_UTC_6.jpg,due to budget cuts students are encouraged to feast on one another's flesh as an afternoon snack,yikyakyeo/image_type_3/
2323,2331,2022-02-18_02-13-54_UTC_7.jpg,Decafe is closed right now so he cannot steal anything,yikyakyeo/image_type_3/
2324,2332,2022-09-23_01-16-00_UTC_5.jpg,IT IS OK TO HAVE MONEY AND COME FROM WEALTH!!! it's not ok to pretend you're poor for attention!!!,yikyakyeo/image_type_3/
2325,2333,2022-10-10_01-30-44_UTC_7.jpg,watching people run away from campus safety from my window is so entertaining,yikyakyeo/image_type_3/
2326,2334,2022-10-02_00-10-52_UTC_9.jpg,What the actual fuck was last night,yikyakyeo/image_type_3/
2327,2335,2022-10-10_06-07-58_UTC_10.jpg,Daily dad joke #10: (Birthday edition because it's my birthday today)  What goes up and never comes down?  Your age,yikyakyeo/image_type_3/
2328,2336,2022-09-25_01-14-40_UTC_5.jpg,5 upvotes and i'll tell her i like her,yikyakyeo/image_type_3/
2329,2337,2022-02-16_04-03-27_UTC_3.jpg,No bars on campus?? Y'all forgot about Ambar,yikyakyeo/image_type_3/
2330,2338,2022-02-19_04-28-01_UTC_7.jpg,I (arts and sciences) walked into the con today and everyone stared at me,yikyakyeo/image_type_3/
2331,2339,2022-02-15_01-38-25_UTC_5.jpg,Oh you're a strong independent woman?? Open this jar.,yikyakyeo/image_type_3/
2332,2340,2022-10-07_01-43-46_UTC_9.jpg,Me posting something on yak: Oh man this shit goin viral  Yak 20 min later: your post has been removed because it has been downvoted by your heard,yikyakyeo/image_type_3/
2333,2341,2022-02-18_02-09-50_UTC_2.jpg,"Winter Term is just about seeing how well you can gaslight your professor into believing you actually did your project,",yikyakyeo/image_type_3/
